STEP	ISD
1495	45310.92519249
1496	45310.92519215
1497	45310.92519181
1498	45310.92519148
1499	45310.92519114
1500	45310.92519081
1501	45310.92519048
1502	45310.92519015
1503	45310.92518982
1504	45310.92518949
1505	45310.92518916
1506	45310.92518884
1507	45310.92518852
1508	45310.92518820
1509	45310.92518788
1510	45310.92518756
1511	45310.92518725
1512	45310.92518693
1513	45310.92518662
1514	45310.92518631
1515	45310.92518600
1516	45310.92518570
1517	45310.92518539
1518	45310.92518508
1519	45310.92518478
1520	45310.92518448
1521	45310.92518418
1522	45310.92518388
1523	45310.92518359
1524	45310.92518329
1525	45310.92518300
1526	45310.92518271
1527	45310.92518241
1528	45310.92518213
1529	45310.92518184
1530	45310.92518155
1531	45310.92518127
1532	45310.92518098
1533	45310.92518070
1534	45310.92518042
1535	45310.92518014
1536	45310.92517986
1537	45310.92517959
1538	45310.92517931
1539	45310.92517904
1540	45310.92517876
1541	45310.92517849
1542	45310.92517822
1543	45310.92517795
1544	45310.92517769
1545	45310.92517742
1546	45310.92517716
1547	45310.92517689
1548	45310.92517663
1549	45310.92517637
1550	45310.92517611
1551	45310.92517585
1552	45310.92517560
1553	45310.92517534
1554	45310.92517509
1555	45310.92517483
1556	45310.92517458
1557	45310.92517433
1558	45310.92517408
1559	45310.92517383
1560	45310.92517359
1561	45310.92517334
1562	45310.92517310
1563	45310.92517285
1564	45310.92517261
1565	45310.92517237
1566	45310.92517213
1567	45310.92517189
1568	45310.92517165
1569	45310.92517142
1570	45310.92517118
1571	45310.92517095
1572	45310.92517071
1573	45310.92517048
1574	45310.92517025
1575	45310.92517002
1576	45310.92516979
1577	45310.92516956
1578	45310.92516934
1579	45310.92516911
1580	45310.92516889
1581	45310.92516866
1582	45310.92516844
1583	45310.92516822
1584	45310.92516800
1585	45310.92516778
1586	45310.92516756
1587	45310.92516735
1588	45310.92516713
1589	45310.92516692
1590	45310.92516670
1591	45310.92516649
1592	45310.92516628
1593	45310.92516606
1594	45310.92516585
1595	45310.92516565
1596	45310.92516544
1597	45310.92516523
1598	45310.92516502
1599	45310.92516482
1600	45310.92516461
1601	45310.92516441
1602	45310.92516421
1603	45310.92516401
1604	45310.92516381
1605	45310.92516361
1606	45310.92516341
1607	45310.92516321
1608	45310.92516301
1609	45310.92516282
1610	45310.92516262
1611	45310.92516243
1612	45310.92516224
1613	45310.92516204
1614	45310.92516185
1615	45310.92516166
1616	45310.92516147
1617	45310.92516128
1618	45310.92516109
1619	45310.92516091
1620	45310.92516072
1621	45310.92516053
1622	45310.92516035
1623	45310.92516017
1624	45310.92515998
1625	45310.92515980
1626	45310.92515962
1627	45310.92515944
1628	45310.92515926
1629	45310.92515908
1630	45310.92515890
1631	45310.92515872
1632	45310.92515855
1633	45310.92515837
1634	45310.92515820
1635	45310.92515802
1636	45310.92515785
1637	45310.92515768
1638	45310.92515750
1639	45310.92515733
1640	45310.92515716
1641	45310.92515699
1642	45310.92515682
1643	45310.92515666
1644	45310.92515649
1645	45310.92515632
1646	45310.92515615
1647	45310.92515599
1648	45310.92515583
1649	45310.92515566
1650	45310.92515550
1651	45310.92515534
1652	45310.92515517
1653	45310.92515501
1654	45310.92515485
1655	45310.92515469
1656	45310.92515453
1657	45310.92515438
1658	45310.92515422
1659	45310.92515406
1660	45310.92515391
1661	45310.92515375
1662	45310.92515360
1663	45310.92515344
1664	45310.92515329
1665	45310.92515313
1666	45310.92515298
1667	45310.92515283
1668	45310.92515268
1669	45310.92515253
1670	45310.92515238
1671	45310.92515223
1672	45310.92515208
1673	45310.92515193
1674	45310.92515179
1675	45310.92515164
1676	45310.92515150
1677	45310.92515135
1678	45310.92515121
1679	45310.92515106
1680	45310.92515092
1681	45310.92515078
1682	45310.92515063
1683	45310.92515049
1684	45310.92515035
1685	45310.92515021
1686	45310.92515007
1687	45310.92514993
1688	45310.92514979
1689	45310.92514965
1690	45310.92514952
1691	45310.92514938
1692	45310.92514924
1693	45310.92514911
1694	45310.92514897
1695	45310.92514884
1696	45310.92514870
1697	45310.92514857
1698	45310.92514844
1699	45310.92514830
1700	45310.92514817
1701	45310.92514804
1702	45310.92514791
1703	45310.92514778
1704	45310.92514765
1705	45310.92514752
1706	45310.92514739
1707	45310.92514726
1708	45310.92514714
1709	45310.92514701
1710	45310.92514688
1711	45310.92514676
1712	45310.92514663
1713	45310.92514651
1714	45310.92514638
1715	45310.92514626
1716	45310.92514613
1717	45310.92514601
1718	45310.92514589
1719	45310.92514576
1720	45310.92514564
1721	45310.92514552
1722	45310.92514540
1723	45310.92514528
1724	45310.92514516
1725	45310.92514504
1726	45310.92514492
1727	45310.92514481
1728	45310.92514469
1729	45310.92514457
1730	45310.92514445
1731	45310.92514434
1732	45310.92514422
1733	45310.92514410
1734	45310.92514399
1735	45310.92514388
1736	45310.92514376
1737	45310.92514365
1738	45310.92514353
1739	45310.92514342
1740	45310.92514331
1741	45310.92514320
1742	45310.92514309
1743	45310.92514297
1744	45310.92514286
1745	45310.92514275
1746	45310.92514264
1747	45310.92514253
1748	45310.92514242
1749	45310.92514232
1750	45310.92514221
1751	45310.92514210
1752	45310.92514199
1753	45310.92514189
1754	45310.92514178
1755	45310.92514167
1756	45310.92514157
1757	45310.92514146
1758	45310.92514136
1759	45310.92514125
1760	45310.92514115
1761	45310.92514105
1762	45310.92514094
1763	45310.92514084
1764	45310.92514074
1765	45310.92514063
1766	45310.92514053
1767	45310.92514043
1768	45310.92513896
1769	45310.92513886
1770	45310.92513876
1771	45310.92513866
1772	45310.92513857
1773	45310.92513847
1774	45310.92513837
1775	45310.92513827
1776	45310.92513818
1777	45310.92513808
1778	45310.92513798
1779	45310.92513789
1780	45310.92513779
1781	45310.92513770
1782	45310.92513760
1783	45310.92513751
1784	45310.92513741
1785	45310.92513732
1786	45310.92513723
1787	45310.92513713
1788	45310.92513704
1789	45310.92513695
1790	45310.92513686
1791	45310.92513677
1792	45310.92513668
1793	45310.92513658
1794	45310.92513649
1795	45310.92513640
1796	45310.92513631
1797	45310.92513622
1798	45310.92513613
1799	45310.92513605
1800	45310.92513596
1801	45310.92513587
1802	45310.92513578
1803	45310.92513569
1804	45310.92513561
1805	45310.92513552
1806	45310.92513543
1807	45310.92513535
1808	45310.92513526
1809	45310.92513517
1810	45310.92513509
1811	45310.92513500
1812	45310.92513492
1813	45310.92513483
1814	45310.92513475
1815	45310.92513466
1816	45310.92513458
1817	45310.92513450
1818	45310.92513441
1819	45310.92513433
1820	45310.92513425
1821	45310.92513417
1822	45310.92513409
1823	45310.92513400
1824	45310.92513392
1825	45310.92513384
1826	45310.92513376
1827	45310.92513368
1828	45310.92513360
1829	45310.92513352
1830	45310.92513344
1831	45310.92513336
1832	45310.92513328
1833	45310.92513320
1834	45310.92513312
1835	45310.92513305
1836	45310.92513297
1837	45310.92513289
1838	45310.92513281
1839	45310.92513274
1840	45310.92513266
1841	45310.92513258
1842	45310.92513251
1843	45310.92513243
1844	45310.92513235
1845	45310.92513228
1846	45310.92513220
1847	45310.92513213
1848	45310.92513205
1849	45310.92513198
1850	45310.92513190
1851	45310.92513183
1852	45310.92513176
1853	45310.92513168
1854	45310.92513161
1855	45310.92513154
1856	45310.92513146
1857	45310.92513139
1858	45310.92513132
1859	45310.92513125
1860	45310.92513117
1861	45310.92513110
1862	45310.92513103
1863	45310.92513096
1864	45310.92513089
1865	45310.92513082
1866	45310.92513075
1867	45310.92513068
1868	45310.92513061
1869	45310.92513054
1870	45310.92513047
1871	45310.92513040
1872	45310.92513033
1873	45310.92513026
1874	45310.92513019
1875	45310.92513012
1876	45310.92513006
1877	45310.92512999
1878	45310.92512992
1879	45310.92512985
1880	45310.92512978
1881	45310.92512972
1882	45310.92512965
1883	45310.92512958
1884	45310.92512952
1885	45310.92512945
1886	45310.92512939
1887	45310.92512932
1888	45310.92512925
1889	45310.92512919
1890	45310.92512912
1891	45310.92512906
1892	45310.92512899
1893	45310.92512893
1894	45310.92512887
1895	45310.92512880
1896	45310.92512874
1897	45310.92512867
1898	45310.92512861
1899	45310.92512855
1900	45310.92512848
1901	45310.92512842
1902	45310.92512836
1903	45310.92512830
1904	45310.92512823
1905	45310.92512817
1906	45310.92512811
1907	45310.92512805
1908	45310.92512799
1909	45310.92512792
1910	45310.92512786
1911	45310.92512780
1912	45310.92512774
1913	45310.92512768
1914	45310.92512762
1915	45310.92512756
1916	45310.92512750
1917	45310.92512744
1918	45310.92512738
1919	45310.92512732
1920	45310.92512726
1921	45310.92512720
1922	45310.92512714
1923	45310.92512709
1924	45310.92512703
1925	45310.92512697
1926	45310.92512691
1927	45310.92512685
1928	45310.92512680
1929	45310.92512674
1930	45310.92512668
1931	45310.92512662
1932	45310.92512657
1933	45310.92512651
1934	45310.92512645
1935	45310.92512640
1936	45310.92512634
1937	45310.92512628
1938	45310.92512623
1939	45310.92512313
1940	45310.92512308
1941	45310.92512303
1942	45310.92512298
1943	45310.92512293
1944	45310.92512288
1945	45310.92512283
1946	45310.92512278
1947	45310.92512273
1948	45310.92512268
1949	45310.92512263
1950	45310.92512258
1951	45310.92512253
1952	45310.92512248
1953	45310.92512243
1954	45310.92512239
1955	45310.92512234
1956	45310.92512229
1957	45310.92512224
1958	45310.92512219
1959	45310.92512215
1960	45310.92512210
1961	45310.92512205
1962	45310.92512200
1963	45310.92512196
1964	45310.92512191
1965	45310.92512186
1966	45310.92512181
1967	45310.92512177
1968	45310.92512172
1969	45310.92512168
1970	45310.92512163
1971	45310.92512158
1972	45310.92512154
1973	45310.92512149
1974	45310.92512145
1975	45310.92512140
1976	45310.92512135
1977	45310.92512131
1978	45310.92512126
1979	45310.92512122
1980	45310.92512117
1981	45310.92512113
1982	45310.92512108
1983	45310.92512104
1984	45310.92512100
1985	45310.92512095
1986	45310.92512091
1987	45310.92512086
1988	45310.92512082
1989	45310.92512077
1990	45310.92512073
1991	45310.92512069
1992	45310.92512064
1993	45310.92512060
1994	45310.92512056
1995	45310.92512051
1996	45310.92512047
1997	45310.92512043
1998	45310.92511997
1999	45310.92511993
